timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
2025-07-16T21:16:25.387141,-0.1007080078125,-0.33056640625,0.93359375,-2.25830078125,-4.7607421875,3.601073980331421,-72.0,53.0,-9.0
2025-07-16T21:16:25.416584,-0.114013671875,-0.3426513671875,0.9339599609375,-1.4648436307907104,-4.57763671875,1.3427733182907104,-71.0,54.0,-3.0
2025-07-16T21:16:25.447002,-0.1136474609375,-0.3389892578125,0.943115234375,-1.5258787870407104,-5.0048828125,0.54931640625,-71.0,54.0,-3.0
2025-07-16T21:16:25.476594,-0.1236572265625,-0.324462890625,0.93798828125,-1.0986328125,-4.57763671875,-1.0986328125,-71.0,54.0,-3.0
2025-07-16T21:16:25.506879,-0.115966796875,-0.3238525390625,0.9276123046875,0.1220703050494194,-4.21142578125,-3.479003667831421,-71.0,54.0,-3.0
2025-07-16T21:16:25.552838,-0.1160888671875,-0.329833984375,0.92822265625,-0.1220703050494194,-4.69970703125,-3.051757574081421,-70.0,53.0,-3.0
2025-07-16T21:16:25.583249,-0.1153564453125,-0.336181640625,0.933349609375,-0.4272460639476776,-5.676269054412842,-1.7089842557907104,-70.0,53.0,-3.0
2025-07-16T21:16:25.598020,-0.1292724609375,-0.3314208984375,0.942626953125,-0.1220703050494194,-5.920409679412842,-3.479003667831421,-70.0,53.0,-3.0
2025-07-16T21:16:25.627855,-0.1209716796875,-0.3282470703125,0.943359375,-0.30517578125,-6.286620616912842,-3.967284917831421,-73.0,55.0,-3.0
2025-07-16T21:16:25.658794,-0.128662109375,-0.3360595703125,0.9364013671875,-0.54931640625,-6.958007335662842,-2.563476324081421,-73.0,55.0,-3.0
2025-07-16T21:16:25.687081,-0.1441650390625,-0.3380126953125,0.9283447265625,-0.7324218153953552,-6.591796398162842,-5.187987804412842,-73.0,55.0,-3.0
2025-07-16T21:16:25.718093,-0.1617431640625,-0.314453125,0.918701171875,4.2724609375,-6.652831554412842,-15.258788108825684,-72.0,55.0,-7.0
2025-07-16T21:16:25.746620,-0.1094970703125,-0.3173828125,0.9586181640625,2.685546636581421,-7.385253429412842,-8.97216796875,-72.0,55.0,-7.0
2025-07-16T21:16:25.776849,-0.149169921875,-0.335205078125,0.947265625,-3.906249761581421,-11.169432640075684,4.5166015625,-72.0,55.0,-7.0
2025-07-16T21:16:25.822819,-0.197998046875,-0.3424072265625,0.9415283203125,-3.479003667831421,-10.986327171325684,0.0610351525247097,-72.0,55.0,-7.0
2025-07-16T21:16:25.851876,-0.1473388671875,-0.3267822265625,0.964599609375,-4.45556640625,-12.268065452575684,-2.38037109375,-72.0,57.0,-2.0
2025-07-16T21:16:25.884307,-0.156005859375,-0.32470703125,0.9459228515625,-7.507323741912842,-16.11328125,2.807616949081421,-72.0,57.0,-2.0
2025-07-16T21:16:25.958603,-0.1981201171875,-0.3182373046875,0.9129638671875,-4.150390625,-15.563963890075684,-4.8828125,-72.0,57.0,-2.0
2025-07-16T21:16:25.958754,-0.1903076171875,-0.3134765625,0.9295654296875,-3.784179449081421,-14.343260765075684,-7.629394054412842,-70.0,57.0,-3.0
2025-07-16T21:16:25.958872,-0.199951171875,-0.3087158203125,0.9378662109375,-2.868652105331421,-13.916014671325684,-4.39453125,-70.0,57.0,-3.0
