timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
2025-07-18T21:29:48.204624,0.662841796875,0.476806640625,-0.564453125,4.82177734375,0.7934569716453552,10.070799827575684,25.0,-32.0,-12.0
2025-07-18T21:29:48.204624,0.6759033203125,0.542236328125,-0.546875,6.774901866912842,0.1220703050494194,8.60595703125,25.0,-31.0,-20.0
2025-07-18T21:29:48.233193,0.6551513671875,0.5157470703125,-0.5701904296875,6.469726085662842,1.0986328125,6.103515148162842,25.0,-31.0,-20.0
2025-07-18T21:29:48.274698,0.6695556640625,0.5455322265625,-0.557861328125,5.554198741912842,0.4882812201976776,-0.9765624403953552,25.0,-31.0,-20.0
2025-07-18T21:29:48.297236,0.65380859375,0.5516357421875,-0.548095703125,4.08935546875,0.4882812201976776,-1.5258787870407104,25.0,-31.0,-20.0
2025-07-18T21:29:48.331824,0.6363525390625,0.5145263671875,-0.5582275390625,2.563476324081421,0.1220703050494194,0.4882812201976776,27.0,-33.0,-14.0
2025-07-18T21:29:48.367236,0.66357421875,0.532958984375,-0.5677490234375,0.7324218153953552,-0.7324218153953552,1.03759765625,27.0,-33.0,-14.0
2025-07-18T21:29:48.379080,0.672119140625,0.543701171875,-0.5504150390625,0.0,-0.4272460639476776,-0.9155272841453552,27.0,-33.0,-14.0
2025-07-18T21:29:48.411764,0.6680908203125,0.5245361328125,-0.5576171875,-0.54931640625,-0.1220703050494194,-4.5166015625,26.0,-33.0,-11.0
2025-07-18T21:29:48.430695,0.667236328125,0.5181884765625,-0.5616455078125,-1.5258787870407104,-0.30517578125,-8.30078125,26.0,-33.0,-11.0
2025-07-18T21:29:48.488584,0.648681640625,0.517578125,-0.556884765625,-2.563476324081421,-0.30517578125,-6.652831554412842,26.0,-33.0,-11.0
2025-07-18T21:29:48.503949,0.6551513671875,0.51708984375,-0.5535888671875,-1.4648436307907104,-0.30517578125,-2.44140625,26.0,-31.0,-19.0
2025-07-18T21:29:48.528730,0.6575927734375,0.51171875,-0.5543212890625,-0.7934569716453552,-0.4882812201976776,-0.4272460639476776,26.0,-31.0,-19.0
2025-07-18T21:29:48.562311,0.656494140625,0.5030517578125,-0.55078125,-0.3662109076976776,-0.7934569716453552,0.9765624403953552,26.0,-31.0,-19.0
2025-07-18T21:29:48.609691,0.6724853515625,0.525390625,-0.552490234375,0.8544921278953552,-0.8544921278953552,0.7324218153953552,24.0,-33.0,-18.0
2025-07-18T21:29:48.622136,0.6593017578125,0.5128173828125,-0.561279296875,0.1220703050494194,-0.54931640625,-0.4882812201976776,24.0,-33.0,-18.0
2025-07-18T21:29:48.651449,0.66943359375,0.5179443359375,-0.55078125,-1.15966796875,-0.7934569716453552,-0.8544921278953552,24.0,-33.0,-18.0
2025-07-18T21:29:48.681060,0.67578125,0.53466796875,-0.5467529296875,-0.7934569716453552,-0.0610351525247097,-2.807616949081421,24.0,-33.0,-18.0
2025-07-18T21:29:48.710406,0.6651611328125,0.5184326171875,-0.550537109375,-0.7324218153953552,0.3662109076976776,-2.746581792831421,23.0,-33.0,-13.0
2025-07-18T21:29:48.774800,0.6527099609375,0.5030517578125,-0.5577392578125,-0.4882812201976776,-0.0610351525247097,-1.7089842557907104,23.0,-33.0,-13.0
2025-07-18T21:29:48.784791,0.6654052734375,0.5133056640625,-0.552734375,0.6713866591453552,-0.30517578125,-0.0610351525247097,23.0,-33.0,-13.0
2025-07-18T21:29:48.855849,0.67236328125,0.507080078125,-0.5604248046875,0.9155272841453552,-0.30517578125,-0.2441406100988388,26.0,-33.0,-14.0
2025-07-18T21:29:48.855849,0.6805419921875,0.5150146484375,-0.56005859375,0.4272460639476776,-0.1220703050494194,-4.08935546875,26.0,-33.0,-14.0
2025-07-18T21:29:48.860898,0.6715087890625,0.5281982421875,-0.5501708984375,-0.6103515625,0.1831054538488388,-5.310058116912842,26.0,-33.0,-14.0
