timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
2025-07-18T21:28:12.789472,0.6070556640625,-0.7083740234375,-0.3984375,-8.60595703125,13.732909202575684,24.108884811401367,-58.0,53.0,-20.0
2025-07-18T21:28:12.789472,0.7392578125,-0.634521484375,-0.3092041015625,-21.911619186401367,6.286620616912842,24.230955123901367,-58.0,53.0,-20.0
2025-07-18T21:28:12.796707,0.843994140625,-0.6788330078125,-0.235107421875,-12.145995140075684,5.737304210662842,-8.1787109375,-60.0,53.0,-15.0
2025-07-18T21:28:12.830748,0.6273193359375,-0.71875,-0.270751953125,-2.3193359375,8.7890625,-21.972654342651367,-60.0,53.0,-15.0
2025-07-18T21:28:12.863468,0.5557861328125,-0.734619140625,-0.3089599609375,-0.0610351525247097,13.000487327575684,0.2441406100988388,-60.0,53.0,-15.0
2025-07-18T21:28:12.903121,0.605224609375,-0.710693359375,-0.3179931640625,-4.0283203125,10.498045921325684,9.521484375,-58.0,51.0,-18.0
2025-07-18T21:28:12.924553,0.671630859375,-0.67822265625,-0.3056640625,-4.82177734375,7.507323741912842,15.624999046325684,-58.0,51.0,-18.0
2025-07-18T21:28:12.955377,0.733642578125,-0.6805419921875,-0.3240966796875,-3.845214605331421,8.36181640625,6.408690929412842,-58.0,51.0,-18.0
2025-07-18T21:28:12.982252,0.68212890625,-0.709228515625,-0.3204345703125,-5.615233898162842,8.60595703125,-7.385253429412842,-58.0,51.0,-18.0
2025-07-18T21:28:13.013533,0.609619140625,-0.6929931640625,-0.31298828125,-4.7607421875,5.920409679412842,0.1831054538488388,-59.0,50.0,-18.0
2025-07-18T21:28:13.044241,0.676025390625,-0.6883544921875,-0.3026123046875,-5.493163585662842,3.662109136581421,8.544921875,-59.0,50.0,-18.0
2025-07-18T21:28:13.073114,0.7093505859375,-0.6978759765625,-0.2978515625,-3.173827886581421,3.540038824081421,3.417968511581421,-59.0,50.0,-18.0
2025-07-18T21:28:13.107507,0.6671142578125,-0.6864013671875,-0.30419921875,1.15966796875,3.173827886581421,-10.314940452575684,-58.0,51.0,-19.0
2025-07-18T21:28:13.130377,0.615234375,-0.7203369140625,-0.318359375,4.2724609375,2.868652105331421,-10.742186546325684,-58.0,51.0,-19.0
2025-07-18T21:28:13.163712,0.586669921875,-0.69970703125,-0.3331298828125,1.6479490995407104,1.03759765625,2.13623046875,-58.0,51.0,-19.0
2025-07-18T21:28:13.194624,0.6575927734375,-0.7025146484375,-0.3236083984375,1.15966796875,0.9765624403953552,5.371093273162842,-59.0,53.0,-17.0
2025-07-18T21:28:13.230198,0.66552734375,-0.6905517578125,-0.3260498046875,2.25830078125,1.4038084745407104,-0.0610351525247097,-59.0,53.0,-17.0
2025-07-18T21:28:13.244337,0.65625,-0.6986083984375,-0.3133544921875,-0.1831054538488388,-0.4272460639476776,-0.1831054538488388,-59.0,53.0,-17.0
2025-07-18T21:28:13.280714,0.6387939453125,-0.691162109375,-0.3033447265625,0.0610351525247097,-0.6103515625,3.479003667831421,-59.0,53.0,-17.0
2025-07-18T21:28:13.327302,0.6749267578125,-0.7012939453125,-0.315673828125,3.295898199081421,1.0986328125,2.0751953125,-62.0,55.0,-19.0
2025-07-18T21:28:13.356640,0.637451171875,-0.6959228515625,-0.32958984375,0.54931640625,-0.7934569716453552,1.8920897245407104,-62.0,55.0,-19.0
2025-07-18T21:28:13.387052,0.6622314453125,-0.68505859375,-0.319091796875,0.4882812201976776,-2.13623046875,5.187987804412842,-62.0,55.0,-19.0
2025-07-18T21:28:13.418959,0.6849365234375,-0.6900634765625,-0.308837890625,-0.30517578125,-4.08935546875,2.50244140625,-61.0,51.0,-16.0
2025-07-18T21:28:13.448394,0.666259765625,-0.6951904296875,-0.3184814453125,2.807616949081421,-2.685546636581421,-0.7324218153953552,-61.0,51.0,-16.0
2025-07-18T21:28:13.468979,0.6468505859375,-0.6749267578125,-0.3365478515625,2.197265625,-3.662109136581421,4.5166015625,-61.0,51.0,-16.0
2025-07-18T21:28:13.538587,0.6651611328125,-0.6768798828125,-0.374755859375,4.638671875,-5.920409679412842,-3.356933355331421,-59.0,53.0,-15.0
2025-07-18T21:28:13.598017,0.5396728515625,-0.7159423828125,-0.52783203125,25.573728561401367,-9.70458984375,-17.333984375,-59.0,53.0,-15.0
2025-07-18T21:28:13.603863,0.52001953125,-0.7628173828125,-0.7838134765625,106.68944549560547,30.944822311401367,8.4228515625,-59.0,53.0,-15.0
2025-07-18T21:28:13.662892,0.42822265625,-0.8807373046875,-1.6715087890625,-10.131834983825684,40.649410247802734,72.8759765625,-58.0,53.0,-18.0
2025-07-18T21:28:13.662892,0.26611328125,-0.551025390625,-1.24072265625,-38.57421875,55.541988372802734,3.967284917831421,-58.0,53.0,-18.0
2025-07-18T21:28:13.718248,0.2484130859375,-0.4815673828125,-1.140625,-28.259275436401367,104.79735565185547,-35.21728515625,-58.0,53.0,-18.0
2025-07-18T21:28:13.718248,0.2742919921875,-0.585205078125,-1.04638671875,-29.846189498901367,148.01025390625,-10.131834983825684,-58.0,53.0,-19.0
2025-07-18T21:28:13.766863,0.422119140625,-0.3497314453125,-0.810791015625,-6.408690929412842,194.51902770996094,45.715328216552734,-58.0,53.0,-19.0
2025-07-18T21:28:13.832502,0.6280517578125,-0.1220703125,-0.839111328125,37.9638671875,226.44041442871094,62.561031341552734,-58.0,53.0,-19.0
2025-07-18T21:28:13.832502,0.80126953125,-0.291015625,-0.9942626953125,23.132322311401367,231.07908630371094,17.2119140625,-58.0,62.0,-19.0
2025-07-18T21:28:13.891120,0.6964111328125,-0.23828125,-0.8336181640625,30.822751998901367,236.69432067871094,26.428220748901367,-58.0,62.0,-19.0
2025-07-18T21:28:13.948640,0.85888671875,-0.150146484375,-0.8253173828125,74.27978515625,230.40769958496094,46.386714935302734,-58.0,62.0,-19.0
2025-07-18T21:28:13.948640,0.4808349609375,-0.0394287109375,-0.74853515625,76.84326171875,210.08299255371094,127.38036346435547,-58.0,62.0,-19.0
2025-07-18T21:28:14.015910,0.6207275390625,-0.05712890625,-0.7025146484375,93.62792205810547,192.99314880371094,205.32225036621094,-53.0,67.0,-26.0
2025-07-18T21:28:14.015910,1.078125,-0.0947265625,-0.7532958984375,105.46874237060547,156.8603515625,203.43016052246094,-53.0,67.0,-26.0
2025-07-18T21:28:14.076582,1.3424072265625,-0.26806640625,-0.6295166015625,113.22020721435547,121.21581268310547,114.62401580810547,-53.0,67.0,-26.0
